"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6916013","AGREEME","National","6916021","Smart Infectious","07/01/2007","12/31/2012","0","0","59","-99","40","0","239,826","239,826","0","6916021"
"","NT DATED","Research","","Disease Mit","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"6916013","AGREEME","National","6916169","Smart Id Phase Ii","01/01/2014","12/31/2014","499","","","80","324","903","0","903","-903","6916169"
"","NT DATED","Research","","- Hammond","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"6918488","SUBAWAR","California","6918865","Powering The","08/01/2008","07/31/2013","-5,450","-8,732","-3,607","1,929","-10,829","-26,689","1,084,069","1,084,069","-0","6918865"
"","D","Institute of","","Planet: A","","","","","","","","","","","",""
"","#68D-10860","Technology","","Chemical Bonding","","","","","","","","","","","",""
"","50","","","","","","","","","","","","","","",""
"6920597","5-R01-EB01","NIH","6920630","Perfused 3D","09/30/2009","08/31/2014","-5,500","-581","-212","24,926","15,407","34,040","496,233","451,547","44,686","6920630"
"","0246-04","","","Tissue","","","","","","","","","","","",""
"","","","","Surrogates For","","","","","","","","","","","",""
"","","","","Comple","","","","","","","","","","","",""
"6921064","STTR","NanoLab,","6921064","Multifunctional","01/01/2010","09/30/2010","","0","0","0","0","0","30,000","29,433","567","6921064"
"","AGMT.","Inc.","","Nanocomposite","","","","","","","","","","","",""
"","DTD 1/1/10","","","Structures","","","","","","","","","","","",""
"6922361","DE-AR0000","DOE - Office","6922487","Child - Hammond","09/01/2010","08/31/2013","0","0","0","0","0","0","235,498","235,498","0","6922487"
"","065","of ARPA-E","","- 6922361","","","","","","","","","","","",""
"6922520","DESHPAND","MIT - Internal","6926539","Medication","10/01/2012","05/31/2014","92","0","0","8,394","4,681","13,167","103,362","103,345","17","6926539"
"","E MOU","","","Dispensing","","","","","","","","","","","",""
"","","","","Intraocular Lens (","","","","","","","","","","","",""
"6923989","MASTER","Samsung","6923999","Rpp4: Functional","06/01/2011","05/31/2014","18,525","57,936","19,063","23,101","60,033","178,658","788,000","789,149","-1,149","6923999"
"","RESEARCH","Advanced","","Layer-By-Layer","","","","","","","","","","","",""
"","AGREEME","Institute of","","Approach","","","","","","","","","","","",""
"","NT:","Technology","","","","","","","","","","","","","",""
"6923989","MASTER","Samsung","6924001","Rpp6: Solid State","09/01/2012","09/30/2013","5,512","","","17,165","12,485","35,161","106,729","106,729","0","6924001"
"","RESEARCH","Advanced","","Polymer Li-Air","","","","","","","","","","","",""
"","AGREEME","Institute of","","Batteri","","","","","","","","","","","",""
"","NT:","Technology","","","","","","","","","","","","","",""
"6923989","MASTER","Samsung","6924002","Hammond Rpp4:","06/01/2011","05/31/2014","12,825","0","0","13,125","8,378","34,328","36,000","34,328","1,672","6924002"
"","RESEARCH","Advanced","","Visiting Scientist","","","","","","","","","","","",""
"","AGREEME","Institute of","","Project","","","","","","","","","","","",""
"","NT:","Technology","","","","","","","","","","","","","",""
"6923989","MASTER","Samsung","6924004","Rpp8: Solid","06/01/2013","05/31/2015","36,603","16,958","6,190","40,070","43,200","143,020","274,547","143,020","131,527","6924004"
"","RESEARCH","Advanced","","State Polymer","","","","","","","","","","","",""
"","AGREEME","Institute of","","Li-Air Batter","","","","","","","","","","","",""
"","NT:","Technology","","","","","","","","","","","","","",""
"6925926","P.O. #:","Novartis","6925926","Synthetic","06/01/2012","05/31/2014","","46,394","16,514","24,728","47,886","135,521","305,715","286,475","19,240","6925926"
"","3-49018165","Pharmaceuti","","Polypeptide","","","","","","","","","","","",""
"","83","cals Corp.","","Copolymers For","","","","","","","","","","","",""
"","","","","Enh","","","","","","","","","","","",""
"","","","","","","Page 11 of 35, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6927844","DMR-13070","NSF","6927844","Structured Rigid","04/01/2013","06/30/2016","16,191","17,331","6,326","9,172","27,425","76,445","405,000","76,445","328,555","6927844"
"","64","","","Rod Framework","","","","","","","","","","","",""
"","","","","Gels From","","","","","","","","","","","",""
"6929096","68D-109459","California","6929097","Powering The","07/01/2013","09/30/2014","43,514","5,224","1,463","42,252","32,278","124,731","150,000","124,731","25,269","6929097"
"","1","Institute of","","Planet: A","","","","","","","","","","","",""
"","","Technology","","Chemical Bonding","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","134,799","147,653","50,586","224,052","264,223","821,312","4,758,040","4,192,608","565,433",""
"Supervisor: Hastings /Daniel E","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6916013","AGREEME","National","6916173","Smart Id Phase Ii","01/01/2014","12/31/2014","","","","4,248","2,379","6,627","0","6,627","-6,627","6916173"
"","NT DATED","Research","","- Hammond","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","","","4,248","2,379","6,627","0","6,627","-6,627",""
"Supervisor: Hatton /Trevor Alan","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"3978565","MOU","The","6898125","Sma2 Hatton","05/01/2006","10/31/2014","-8,550","-3,750","-1,369","16,192","1,364","3,886","1,148,694","1,214,708","-66,014","6898125"
"","DATED","University of","","Cpe-Flagship","","","","","","","","","","","",""
"","9/17/04","Singapore","","","","","","","","","","","","","",""
"3978565","MOU","The","6898134","Sma2 Hatton Cpe","07/01/2005","06/30/2013","0","0","0","0","0","0","600,000","600,000","0","6898134"
"","DATED","University of","","Iup","","","","","","","","","","","",""
"","9/17/04","Singapore","","","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6894485","Selective Protein","03/01/2003","12/31/2005","0","0","0","0","0","0","480,000","480,000","0","6894485"
"","EFF.","De Nemours","","Separations","","","","","","","","","","","",""
"","12/10/99","& Company","","Using Func","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6898642","Magnetically","07/01/2005","12/31/2008","0","0","0","0","0","0","825,000","825,000","0","6898642"
"","EFF. 1/5/05","De Nemours","","Enhanced","","","","","","","","","","","",""
"","","& Company","","Centrifugation For","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6915332","Functional,","09/01/2007","03/31/2011","0","0","0","0","0","0","937,497","937,497","0","6915332"
"","EFF. 1/1/05","De Nemours","","Responsive","","","","","","","","","","","",""
"","","& Company","","Nanofiber","","","","","","","","","","","",""
"","","","","Membran","","","","","","","","","","","",""
"6915205","W911NF-07","Army","6915205","Kinetics And","04/01/2007","12/15/2013","13,606","0","0","9,479","5,899","28,984","785,981","785,981","-0","6915205"
"","-1-0139","Research","","Mechanisms Of","","","","","","","","","","","",""
"","","Office","","The Destructi","","","","","","","","","","","",""
"","","","","","","Page 12 of 35, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6915418","PREAWAR","Novartis","6915444","Activity 7 - Hatton","06/01/2007","08/31/2008","","","0","","0","0","0","0","0","6915444"
"","D","Pharma AG","","","","","","","","","","","","","",""
"","NOVARTIS","","","","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6921225","Activity 9 - Hatton","06/01/2007","08/31/2010","","0","0","0","0","0","202,721","202,721","-0","6921225"
"","DTD.","Pharma AG","","","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6922265","AGMT.","Cabot","6922265","Induced And","06/01/2010","06/30/2013","0","0","0","-2,073","-676","-2,749","455,058","455,058","0","6922265"
"","DTD. 6/1/10","Corporation","","Directed","","","","","","","","","","","",""
"","","","","Assembly Of","","","","","","","","","","","",""
"","","","","Heterog","","","","","","","","","","","",""
"6922747","DE-FE0004","DOE-NETL","6922747","Integrated","10/01/2010","09/30/2013","1,140","-12,710","-4,393","10,188","-3,184","-8,958","847,146","847,146","0","6922747"
"","271","","","Electrochemical","","","","","","","","","","","",""
"","","","","Processes For","","","","","","","","","","","",""
"6922747","DE-FE0004","MIT -","6926829","Integrated","10/01/2010","09/30/2013","","0","-0","","-0","-0","37,270","37,270","0","6926829"
"","271","Internal Cost","","Electrochemical","","","","","","","","","","","",""
"","","Sharing","","Processes For","","","","","","","","","","","",""
"6923730","AGMT.","Philip Morris","6923789","Functional","04/01/2011","03/31/2014","4,560","47,300","17,264","14,155","46,591","129,870","361,486","361,389","97","6923789"
"","DTD.","Incorporated","","Cellulose Fibert","","","","","","","","","","","",""
"","3/31/11","","","For Selectiv","","","","","","","","","","","",""
"6923732","AGMT.","Philip Morris","6923801","Control Of","04/01/2011","03/31/2014","0","10,710","3,909","2,560","9,535","26,715","341,093","342,784","-1,691","6923801"
"","DTD.","Incorporated","","Combustion,","","","","","","","","","","","",""
"","3/31/11","","","Pyrolysis And Dis","","","","","","","","","","","",""
"6928305","SUBCONT","Battelle-Rese","6928305","Reactive Mof","07/18/2013","01/14/2014","","23,316","8,510","","17,823","49,650","49,650","49,650","0","6928305"
"","RACT NO.","arch","","Synthesis And","","","","","","","","","","","",""
"","387222","Triangle Park","","Characterizat","","","","","","","","","","","",""
"6928656","RESEARCH","OCP Group","6928656","The Ocp-Mit","06/01/2013","05/31/2014","","","","","","0","0","0","0","6928656"
"","AGREEME","","","Program In","","","","","","","","","","","",""
"","NT","","","Phosphate","","","","","","","","","","","",""
"","EFFECTIV","","","Process","","","","","","","","","","","",""
"6928656","RESEARCH","OCP Group","6928657","Program","06/01/2013","05/31/2014","","1,834","514","72,363","41,838","116,549","92,796","116,549","-23,753","6928657"
"","AGREEME","","","Administration","","","","","","","","","","","",""
"","NT","","","And Travel","","","","","","","","","","","",""
"","EFFECTIV","","","","","","","","","","","","","","",""
"6928656","RESEARCH","OCP Group","6928659","Research Project","06/01/2013","05/31/2014","21,375","10,469","3,665","11,803","20,445","67,757","116,304","67,757","48,547","6928659"
"","AGREEME","","","2: Flocculation","","","","","","","","","","","",""
"","NT","","","","","","","","","","","","","","",""
"","EFFECTIV","","","","","","","","","","","","","","",""
"6928656","RESEARCH","OCP Group","6928661","Research Project","06/01/2013","05/31/2014","","1,837","514","4,871","4,044","11,267","106,122","11,267","94,855","6928661"
"","AGREEME","","","4: Recovery Of","","","","","","","","","","","",""
"","NT","","","Tgrace","","","","","","","","","","","",""
"","EFFECTIV","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","32,131","79,006","28,615","139,538","143,680","422,971","7,386,816","7,334,777","52,040",""
"","","","","","","Page 13 of 35, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Supervisor: Jamison /Timothy F","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6915418","AGMT","Novartis","6915430","Activity 3 -","06/01/2007","08/31/2012","","0","0","0","0","0","2,109,593","2,109,593","0","6915430"
"","DTD.","Pharma AG","","Jamison","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6915432","Activity 4 -","06/01/2007","08/31/2012","","0","0","0","0","0","2,057,445","2,057,445","0","6915432"
"","DTD.","Pharma AG","","Jamison","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6918021","Benchscale -","05/01/2008","08/31/2010","","0","0","0","0","0","341,404","341,404","0","6918021"
"","DTD.","Pharma AG","","Jamison","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","0","0","0","0","0","4,508,442","4,508,442","0",""
"Supervisor: Jensen /Klavs F","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6891474","Platforms For","09/01/2000","12/31/2005","0","0","0","0","0","0","1,405,686","1,405,686","-0","6891474"
"","EFF.","De Nemours","","Rapid Screening","","","","","","","","","","","",""
"","12/10/99","& Company","","And Analys","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6894465","Fabricated","01/30/2003","05/25/2005","","","","0","","0","53,501","53,501","0","6894465"
"","EFF.","De Nemours","","Equipment","","","","","","","","","","","",""
"","12/10/99","& Company","","Account","","","","","","","","","","","",""
"6915418","PREAWAR","Novartis","6915437","Activity 5 - Jensen","06/01/2007","08/31/2012","0","0","0","0","0","0","1,831,751","1,831,751","-0","6915437"
"","D","Pharma AG","","","","","","","","","","","","","",""
"","NOVARTIS","","","","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6915442","Activity 6 - Jensen","06/01/2007","08/31/2012","0","0","0","0","0","0","2,180,260","2,180,260","0","6915442"
"","DTD.","Pharma AG","","","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6918022","Benchscale -","05/01/2008","08/31/2010","0","0","0","0","0","0","289,479","289,479","0","6918022"
"","DTD.","Pharma AG","","Jensen","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6919598","Fabricated","05/01/2008","05/31/2009","","","","0","","0","7,369","7,369","0","6919598"
"","DTD.","Pharma AG","","Equipment:","","","","","","","","","","","",""
"","6/1/2007","","","Milliscale Extract","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6919949","Fabricated","06/01/2009","08/31/2009","","","","0","","0","6,914","6,914","0","6919949"
"","DTD.","Pharma AG","","Equipment","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6915418","PREAWAR","Novartis","6920875","Fab Eq -","09/29/2009","05/31/2010","","","","0","","0","9,198","9,198","0","6920875"
"","D","Pharma AG","","Automated","","","","","","","","","","","",""
"","NOVARTIS","","","Microeater","","","","","","","","","","","",""
"","","","","Platform","","","","","","","","","","","",""
"","","","","","","Page 14 of 35, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6915418","PREAWAR","Novartis","6920876","Fab Eq - Infrared","12/01/2008","08/31/2010","","","","0","","0","3,393","3,393","0","6920876"
"","D","Pharma AG","","Spectrometer (Ir)","","","","","","","","","","","",""
"","NOVARTIS","","","Syst","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6923072","Subcontract -","11/01/2010","05/31/2015","","","","410,543","0","410,543","904,863","804,713","100,150","6923072"
"","DTD.","Pharma AG","","Imperial College -","","","","","","","","","","","",""
"","6/1/2007","","","6915439","","","","","","","","","","","",""
"6915418","AGMT.","Novartis","6925955","Phase Ii: Activity","06/01/2007","05/31/2015","107,972","195,869","69,684","363,262","310,238","1,047,02","3,417,092","1,669,503","1,747,590","6925955"
"","DTD. 6/1/07","Pharma AG","","5-6_Jensen","","","","","","","","6","","","",""
"6915418","AGMT.","Novartis","6925957","Phase Ii: Activity","06/01/2007","05/31/2015","68,890","45,509","13,378","138,985","111,697","378,459","1,213,000","488,899","724,101","6925957"
"","DTD. 6/1/07","Pharma AG","","9_Jensen","","","","","","","","","","","",""
"6924712","N66001-11-","Space and","6924712","Compact,","09/30/2011","09/29/2015","21,490","25,051","6,150","59,405","53,689","165,784","1,784,769","1,366,385","418,384","6924712"
"","C-4147","Naval","","On-Demand","","","","","","","","","","","",""
"","","Warfare","","Continuous Flow","","","","","","","","","","","",""
"","","Systems","","Manuf","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6924712","N66001-11-","Space and","6925176","Fab Eq -","09/30/2011","09/29/2015","","","","53,666","","53,666","264,950","204,247","60,703","6925176"
"","C-4147","Naval","","Pharmacy On","","","","","","","","","","","",""
"","","Warfare","","Demand System","","","","","","","","","","","",""
"","","Systems","","","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6924712","N66001-11-","Space and","6925867","Fab Equipment -","10/01/2011","09/29/2015","","","","1,734","","1,734","126,230","116,243","9,987","6925867"
"","C-4147","Naval","","Pharmacy On","","","","","","","","","","","",""
"","","Warfare","","Demand","","","","","","","","","","","",""
"","","Systems","","","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6927075","4500001148","Boston","6927075","Complex","09/01/2012","08/31/2013","5,700","8,106","2,876","19,058","24,150","59,890","149,645","149,645","0","6927075"
"","","University","","Chemotypes:","","","","","","","","","","","",""
"","","","","Discovery,","","","","","","","","","","","",""
"","","","","Methodol","","","","","","","","","","","",""
"6927463","PT31297;","Shell Global","6927463","Thermal","04/01/2013","06/30/2014","","41,862","14,587","47,407","48,852","152,707","156,066","156,298","-232","6927463"
"","PURCHASE","Solutions","","Oxidation","","","","","","","","","","","",""
"","ORDER 455","","","Chemistry Of","","","","","","","","","","","",""
"","","","","Linear Ol","","","","","","","","","","","",""
"6928204","1-R01-GM1","NIH","6928204","High Throughput","06/15/2013","04/30/2015","","77,744","26,038","130,590","131,005","365,378","624,801","365,378","259,423","6928204"
"","01420-02","","","Microfluidic","","","","","","","","","","","",""
"","","","","Intracellul","","","","","","","","","","","",""
"6928204","1-R01-GM1","NIH","6928372","Subcontract:","08/01/2013","04/30/2015","","","","143,201","14,000","157,201","391,035","157,201","233,834","6928372"
"","01420-01A1","","","Mclean Hosptial","","","","","","","","","","","",""
"6929224","RESEARCH","Saudi Basic","6929224","Sabic-Mit","12/16/2013","12/15/2023","","","","","","0","0","0","0","6929224"
"","AGREEME","Industries","","Umbrella","","","","","","","","","","","",""
"","NT DATED","Corporation","","Research","","","","","","","","","","","",""
"","12","","","Agreement","","","","","","","","","","","",""
"","","","","","","Page 15 of 35, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6929533","MGH","Massachuset","6929533","Development Of","01/01/2014","12/31/2014","","","","1,146","172","1,318","57,500","1,318","56,182","6929533"
"","INTERNAL","ts General","","Self-Amplifying","","","","","","","","","","","",""
"","FUND","Hospital","","Rna Vacci","","","","","","","","","","","",""
"","220568","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","204,051","394,140","132,713","1,368,996","693,803","2,793,704","14,877,502","11,267,380 3,610,121",""
"Supervisor: Laibinis /Paul E","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6891547","Platforms For","09/01/2000","03/27/2003","0","0","0","0","0","0","341,273","341,273","-0","6891547"
"","EFF.","De Nemours","","Rapid Screening","","","","","","","","","","","",""
"","12/10/99","& Company","","And Analys","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","0","0","0","341,273","341,273","-0",""
"Supervisor: Langer /Robert S","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6894432","Du-Pont - Mit","02/01/2003","12/31/2005","0","0","0","0","0","0","668,084","668,084","-0","6894432"
"","EFF.","De Nemours","","Alliance Research","","","","","","","","","","","",""
"","12/10/99","& Company","","","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6894578","Prevention Of","03/03/2003","12/31/2006","","0","0","0","0","0","1,520,663","1,520,663","0","6894578"
"","EFF.","De Nemours","","Peritoneal","","","","","","","","","","","",""
"","12/10/99","& Company","","Adhesions","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6918429","Liquid Adhesives","09/01/2008","12/31/2009","","0","0","0","0","0","477,671","477,671","-0","6918429"
"","EFF.","De Nemours","","For Solid Organs","","","","","","","","","","","",""
"","12/10/99","& Company","","","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6919946","Children'S","07/01/2008","12/31/2009","","","","0","0","0","72,032","72,032","0","6919946"
"","EFF.","De Nemours","","Hospital","","","","","","","","","","","",""
"","12/10/99","& Company","","Subcontract-6918","","","","","","","","","","","",""
"","","","","429","","","","","","","","","","","",""
"6915916","2-R01-EB00","MIT -","6915962","C/S Langer -","08/01/2007","07/31/2013","","0","0","-75","-1,395","-1,471","395,551","395,551","0","6915962"
"","6365-06A2","Internal Cost","","6915916","","","","","","","","","","","",""
"","","Sharing","","","","","","","","","","","","","",""
"6915916","5-R01-EB00","NIH","6915916","Microchip Drug","08/01/2007","07/31/2013","0","0","0","-278,340","-910","-279,250","2,264,116","2,264,116","0","6915916"
"","6365-10","","","Delivery System","","","","","","","","","","","",""
"6915916","2-R01-EB00","NIH","6915964","Subcontract","08/01/2007","07/31/2013","","","","1,283","0","1,283","672,233","672,233","0","6915964"
"","6365-06A2","","","Johns Hopkins -","","","","","","","","","","","",""
"","","","","6915916","","","","","","","","","","","",""
"","","","","","","Page 16 of 35, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6915916","2-R01-EB00","NIH","6915965","Subcontract Case","08/01/2007","07/31/2013","","","","82,174","0","82,174","672,208","672,208","0","6915965"
"","6365-06A2","","","Western -","","","","","","","","","","","",""
"","","","","6915916","","","","","","","","","","","",""
"6921553","5-R01-DE01","MIT -","6921692","C/S Langer -","02/24/2010","01/31/2015","","13,478","3,740","","12,027","29,245","166,801","141,743","25,058","6921692"
"","3023-13","Internal Cost","","6921553","","","","","","","","","","","",""
"","","Sharing","","","","","","","","","","","","","",""
"6921553","5_R01-DE0","NIH","6921553","Novel Polymers","02/24/2010","01/31/2015","4,854","58,415","20,963","83,582","111,582","279,396","1,787,803","1,493,909","293,894","6921553"
"","13023-15R","","","For Tissue","","","","","","","","","","","",""
"","","","","Engineering","","","","","","","","","","","",""
"6921553","5-R01-DE01","NIH","6922329","Subcontract -","02/24/2010","01/31/2015","","","","74,029","0","74,029","197,960","156,959","41,001","6922329"
"","3023-14","","","Mgh- - 6921553","","","","","","","","","","","",""
"6921819","5-R01-EB00","NIH","6921819","Expanding The","05/01/2010","02/28/2014","18,810","6,437","2,308","56,793","50,509","134,857","1,288,465","1,288,465","-0","6921819"
"","0351-20","","","Clinical Utility Of","","","","","","","","","","","",""
"","REVISED","","","Ultras","","","","","","","","","","","",""
"6923561","PO","Sanofi US","6923561","Opthalmic Drug","03/15/2011","03/15/2014","20,658","147,921","53,991","135,486","192,032","550,089","3,300,000","3,245,055","54,945","6923561"
"","4500297341","Service Inc","","Delivery Systems","","","","","","","","","","","",""
"6927652","P. O.","Lincoln","6927652","Ingestible","01/01/2013","04/01/2014","","3,822","","27,594","17,595","49,011","50,000","50,000","0","6927652"
"","7000233700","Laboratory","","Electronics For","","","","","","","","","","","",""
"","","","","Physiological","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","44,322","230,073","81,003","182,525","381,440","919,363","13,533,588","13,118,690","414,898",""
